id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luogo-da-visitare.orari.giorni,luogo-da-visitare.orari.apertura,luogo-da-visitare.orari.chiusura,luogo-da-visitare.orari.note,luogo-da-visitare.orari.visite,luogo-da-visitare.orari.servizi,luogo-da-visitare.orari.prezzi,luogo-da-visitare.informazioni_storiche,luogo-da-visitare.note,luogo-da-visitare.gestore.nome,luogo-da-visitare.gestore.indirizzo,luogo-da-visitare.gestore.cap,luogo-da-visitare.gestore.localita,luogo-da-visitare.gestore.mobile,luogo-da-visitare.gestore.telefono,luogo-da-visitare.gestore.fax,luogo-da-visitare.gestore.email,luogo-da-visitare.gestore.web,icon
14,Chiesa della Madonna dell'Itria ai Cocchieri,Piazzetta Chiesa Cocchieri,1,90133,,Palermo,"38.115313,13.367418",091/165848,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, 15.30 - 18.00 domenica 10.30 - 12.30,,,,"La chiesa fu edificata tra il 1596 e il 1611 dalla Confraternita dei Cocchieri, i quali, durante la processione del Venerdì Santo, quando essi portavano attraverso le strade del quartiere le statue dell'Addolorata e del Cristo deposto, sfoggiavano le livree che, con i loro colori, indicavano il casato presso cui essi prestavano servizio. Sebbene lo scenario sia molto cambiato, la processione continua a svolgersi ogni anno tra la folla religiosamente partecipe. L'interno presenta un'unica navata absidata e due pareti laterali dove si possono ammirare due tele ad olio raffiguranti la Vergine Odigitria e il Cristo Risorto. Al di sotto della Chiesa si trova la Cripta, utilizzata prima dai carrettieri e dai cocchieri per pregare e successivamente per la sepoltura dei membri della confraternita di Gesù e Maria; per questo motivo gli affreschi laterali raffigurano le anime purganti che attraverso l'intercessione dei Santi acquistavano la salvezza.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
23,Chiesa di Santa Cristina La Vetere,Via dei Pellegrini,2,90134,,Palermo,"38.114697,13.355378",091/48728,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,"la domenica 10.00 - 13.00 o su prenotazione maggio e giugno il martedì, giovedì e domenica 10.00 - 13.00",,,2,"La chiesa normanna , dedicata a S. Cristina, antica patrona della città, fu realizzata nel 1174, per volere dell'Arcivescovo Gualtiero Offamilio, lo stesso che fece costruire la Cattedrale, nel luogo dove nel 1160 una nave vi trasportò le reliquie di S. Cristina provenienti da Bolsena. La chiesetta venne gestita dai Cistercensi per qualche anno. Al tempo dell'Imperatore Enrico VI di Hohenstaufen (1165-1197) entrò tra i beni della Cattedrale. Nel 1572, la Compagnia della SS. Trinità, detta dei Rossi per la cappa di tale colore indossata dai confrati, ne acquisì la disponibilità. Questi si prefiggevano di aiutare i pellegrini diretti in Terra Santa e verso altri luoghi di culto, ai quali offrivano ristoro, riparo e cure, per almeno tre giorni, presso l'attiguo Ospizio (ormai demolito) sorto a questo scopo nel rispetto degli obblighi propri della Confraternita. L'involucro squadrato e le massicce murature interne, sembrano appartenere al primo ordine di un edificio a torre, adibito successivamente a luogo di culto. Il suo interno è a pianta greca su base quadrata di piccole dimensioni con archi ogivali, che sostengono la copertura a crociera e delineano tre ambulacri, coperti a botte: sulla parete settentrionale è la tribuna, aggiunta alla fine del XVI secolo e decorata con stucchi nel secolo successivo..",,Associazione Culturale Itinerari del Mediterraneo,"Via Giacomo Cusmano, 28",90141,Palermo,3483394617,091/48728,091/48728,itimed@gmail.com,http://www.itimed.org/,church
28,Chiesa di San Gioacchino (al Collegio Maria all'Olivella),Via Giuseppe Patania, ,90133,,Palermo,"38.119707900000002,13.3601774",. 091581058,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,lunedì - sabato 6.40 - 7.40 domenica e festivi 7.15 - 8.00,,E' possibile visitare la Chiesa in altri orari su prenotazione telefonica.,,"La chiesa, annessa al collegio di S. Maria all'Olivella, fu costruita nel 1735 su progetto di Nicolò Palma, che si ispirò alle migliori realizzazioni barocche cittadine, rispettando la proporzione dei canoni classici. Il prospetto ha partito unico, seppure diviso da paraste, e timpano curvilineo sotto cui è posto un medaglione in stucco con S. Gioacchino, realizzato da Francesco Alajmo nel 1744. L'interno è un grande ambiente rettangolare su cui si aprono quattro cappelle semicircolari. Tutta la chiesa è avvolta da un manto candido con eleganti stucchi che formano festoni e visi di angeli. Nel vestibolo è un fine rilievo in stucco con la Fuga in Egitto; due colonne sorreggono il coro ed introducono la navata: nella parete destra sono l'altare del Rosario e l'altare dell'Immacolata con due tele settecentesche, attribuite a Filippo Randazzo; nella parete di sinistra si apre la cappella dell'Arcangelo Raffaele, con dipinto eseguito nel 1750 da Pietro Martorana. Una transenna in marmi mischi separa la tribuna, dove è l'altare del 1770. le due statue, S. Gregorio e S. Filippo, poste lateralmente, sono opera di Procopio Serpotta, autore di tutta la decorazione in stucco della tribuna.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
29,Chiesa di San Giorgio dei Genovesi,Piazza San Giorgio dei Genovesi, ,90133,,Palermo,"38.122610199999997,13.3640594",091/32779,,,,http://www.santacita.it,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,Orario invernale (Novembre-Marzo): dal lunedì al sabato ore 9.00-16.00 Orario estivo (Aprile - Ottobre):dal lunedì al venerdì ore 9.00-18.00 e sabato 9.00 - 15.00,,Associazione Civitasicilia - info e prenotazioni tel. 091.8431605,,"La chiesa, annessa al collegio di S. Maria all'Olivella, fu costruita nel 1735 su progetto di Nicolò Palma, che si ispirò alle migliori realizzazioni barocche cittadine, rispettando la proporzione dei canoni classici. Il prospetto ha partito unico, seppure diviso da paraste, e timpano curvilineo sotto cui è posto un medaglione in stucco con S. Gioacchino, realizzato da Francesco Alajmo nel 1744. L'interno è un grande ambiente rettangolare su cui si aprono quattro cappelle semicircolari. Tutta la chiesa è avvolta da un manto candido con eleganti stucchi che formano festoni e visi di angeli. Nel vestibolo è un fine rilievo in stucco con la Fuga in Egitto; due colonne sorreggono il coro ed introducono la navata: nella parete destra sono l'altare del Rosario e l'altare dell'Immacolata con due tele settecentesche, attribuite a Filippo Randazzo; nella parete di sinistra si apre la cappella dell'Arcangelo Raffaele, con dipinto eseguito nel 1750 da Pietro Martorana. Una transenna in marmi mischi separa la tribuna, dove è l'altare del 1770. le due statue, S. Gregorio e S. Filippo, poste lateralmente, sono opera di Procopio Serpotta, autore di tutta la decorazione in stucco della tribuna.",,Centro San Mamiliano,"Via Valverde, 3",90133,Palermo,,091/090308,,,http://centrosanmamiliano.blogspot.it/ - http://centrosanmamiliano.xoom.it/,church
44,Chiesa di San Matteo,Via Vittorio Emanuele,247,90133,,Palermo,"38.116337700000003,13.362989900000001",,,3296198263,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,da lunedì a sabato 10.00 -16.30 (fino al 30 aprile) 10.00 -18.00 (dal 1 maggio) domenica e festivi 9.30 - 11.00,,,1,"Una chiesa dedicata allo stesso Santo esisteva nel XII secolo di fronte all'attuale; essa ospitò il primo nucleo di frati Domenicani, appena giunti a Palermo e fu poi inglobata nelle strutture trecentesche del monastero di S. Caterina. L'edificio attuale fu costruito tra il 1634 e il 1647 e fu affidato alla Confraternita dei Miseremini, la quale si occupava di celebrare messe in suffragio dei penitenti del Purgatorio. Di notevole interesse è la facciata barocca eseguita da Carlo D'Aprile e Gaspare Guercio nel 1660, la quale è arricchita da colonne, cornici, volute e nicchie e da vari lavori d'intaglio, il tutto sormontato da un campanile centrale a tre luci. L'interno è a pianta basilicale a tre navate, transetto e cappellone rettangolare; ornata da rivestimenti parietali in marmo, decorazioni pittoriche e a stucco ed affreschi, tra i quali non si possono non menzionare quelli realizzati da Vito D'Anna, per la volta con l'Apoteosi dei santi Matteo e Mattia e Le anime liberate dal Purgatorio e, nella cupola Trionfo della Vergine, che ne fanno un tempio prettamente barocco. Nel 1729 Giacomo Serpotta eseguì gli stucchi che ornano la chiesa; mentre gli stucchi dorati ed i medaglioni tra gli archi sono di Bartolomeo Sanseverino. Ogni anno, per il Venerdì Santo, la Chiesa di San Matteo è teatro di un'antichissima e suggestiva processione dei simulacri del Cristo Morto e della Vergine Addolorata.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
50,Chiesa dei SS. Quaranta Martiri Pisani alla Guilla,Piazza dei SS. Quaranta Martiri,                ,90134,,Palermo,"38.115651,13.356047",,,3391588692 - 3293977513,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,domenica 9.00 - 13.00,La chiesa è visitabile su prenotazione telefonica.,,,"Costruita nel 1605 per conto della comunità di nobili famiglie pisane, stabilitesi a Palermo fin dal XV secolo. Possiede una semplice facciata di conci di tufo, tipica del primo severo barocco locale. L'interno fu rifatto nel 1725 e presenta, sulla volta, uno splendido affresco realizzato da Guglielmo Borremans, che raffigura l'Assunzione della Vergine, inserito all'interno di un grandioso apparato prospettico il cui disegno è attribuito all'architetto Lazzara. Un magnifico effetto scenico caratterizza la parete dell'altare maggiore, dove è stata realizzata un'architettura illusoria con coppie di colonne. L'altare maggiore, in legno, è realizzato secondo un elaborato disegno, con due grandi volute laterali che sorreggono candelieri in forma di angeli, qui è posto il quadro dei Santi Quaranta Martiri eseguito da Vincenzo da Pavia. Dal soffitto pendono, in serie decrescente, bei lampadari in cristallo, mentre il pavimento maiolicato è purtroppo quasi del tutto perduto.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
51,Chiesa del SS. Salvatore,Via Vittorio Emanuele,395,90134,,Palermo,"38.114894,13.359100099999999",091/23392,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,il lunedì e da mercoledì a sabato 9.30 - 12.30 e 15.00 - 17.00 domenica (1° e 3° di ogni mese) 9.30 - 13.00,,,,"Costruita a partire dal 1682 su progetto di Paolo Amato, il quale adottò, per la planimetria della chiesa, la pianta ellittica, coperta da cupola di notevoli dimensioni e predispose un nutrito apparato decorativo volto a stupire lo spettatore. Il prospetto principale ha linee nette e severe; nel primo ordine si alternano finestre e nicchie, contornate da complesse cornici in pietra; nel secondo ordine è un'elegante loggetta a tre archi, conclusa da un monumentale timpano semicircolare. Nel 1763 la maestosa cupola fu coperta, verso l'esterno, da un loggiato, per proteggere la volta dalle infiltrazioni dell'acqua piovana. Si accede all'interno per mezzo di una gradinata in marmo dove ai lati sono collocati affreschi eseguiti da Vito D'Anna intorno al 1763: Il Miracolo di S. Basilio e Predica di S. Basilio. Nell'ampio spazio della sala si aprono due profonde cappelle ed il cappellone rettangolare, diametralmente opposto all'ingresso. Della fastosa decorazione barocca rimangono parte degli stucchi delle paraste, quelli che contornavano gli altari e le quattro cantorie ed il bellissimo fregio sopra il coro con un grande angelo in stucco. Sul fianco destro è un magnifico Crocifisso ligneo, su un sipario in marmo mischio, con le statue di S. Michele Arcangelo, S. Gaetano e Maria Maddalena. La chiesa viene utilizzata frequentemente come auditorium.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
52,Chiesa di San Sebastiano,Via San Sebastiano, ,90133,,Palermo,"38.119954700000001,13.3661099",,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,sabato 16.30 - 18.00,Possibile visitare la Chiesa su prenotazione telefonica.,,,"Le lunghissime vicende costruttive, iniziate nel XV secolo e terminate in piena epoca barocca, fanno della chiesa un gustoso connubio di stili diversi. Nel 1482 fu intrapresa la primitiva costruzione, per la quale venne demolito un baluardo delle mura difensive; la chiesa fu rinnovata nel 1516 e ripresa dal 1562. appartenne ad una Confraternita, scioltasi nel 1800; passò quindi agli Ospedali riuniti. Il prospetto è di armonioso impianto manieristico con marcate anticipazioni barocche nelle sinuose volute del secondo ordine. Il portale maggiore e le finestre ad edicola sono della tradizione gaginesca. L'interno è a tre brevi navate, divise da colonne, ha transetto e tribuna esageratamente profondi, realizzati nella seconda metà del '500; sul tiburio si innalza una cupola ottagonale che termina in una lanterna coperta a bulbo. La navata ha volte a botte lunettate; gli affreschi del cappellone con scene bibliche furono eseguite nel 1759 da Vito D'Anna ed inserite in cornici di architettura dipinta; di notevole interesse sono, inoltre, le decorazioni a stucchi delle cappelle realizzate da Giacomo Serpotta.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
53,Chiesa di San Stanislao Kostka,Via del Noviziato,1,90134,,Palermo,"38.116631400000003,13.3531771",091/83859 - 0916622430,,,,http://www.sanstanislao.diocesipa.it/,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,da lunedì a venerdì 8.50 - 12.00 e 16.00 - 18.00 domenica e festivi 9.00 - 12.00,,,,"Costruita nel 1607 su progetto dell'architetto messinese Natale Masuccio (attivo nel cantiere della chiesa del Gesù Casa Professa), quale cappella della Casa Conventuale del Noviziato dei Gesuiti, distrutto nel 1848. La facciata del '700 è divisa in due ordini sormontati da un frontone; ai lati della finestra posta nell'ordine centrale si trovano le sculture che riproducono due Santi e sul portone è collocato il medaglione scolpito da Giacomo Pennino raffigurante San Stanislao. L'interno è ad un'unica navata e conserva una splendida decorazione, eseguita nella seconda metà del XVIII sec. Ricca di stucchi e marmi mischi, secondo una sensibilità rococò; pregevoli sono gli affreschi realizzati da illustri artisti del '700 che avvolgono, in più parti, la chiesa. Sempre al suo interno è possibile ammirare una statua del Santo a cui è dedicata, Stanislao, gesuita di nazionalità polacca; la statua di marmo presenta il corpo del Santo giacente. La chiesa è altresì intitolata alla Madonna del Lume in quanto è presente il simulacro della Vergine, realizzato prendendo spunto da un piccolo quadro ovale, dipinto da ignoto, ritenuto miracoloso.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
56,Duomo di Monreale,Piazza Duomo, ,90046,,Monreale,"38.082124,13.292404",091/402424,,,,http://www.webdiocesi.chiesacattolica.it/sicilia/monreale,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,giorni feriali 8.30 - 12.45 e 14.30 - 17.00 giorni festivi 8.00 - 10.00 e 14.30 - 17.30 (dall'1 marzo al 30 ottobre) Tutti i giorni 8.30 - 12.45 e 15.30 - 17.30 (dall'1 novembre al 31 marzo),Per le visite di gruppi prenotazione telefonica al 3273510886,,Contributo per la manutenzione e salvaguardia del sito: 1.50 con ausilio di audioguida 5.00 ;tesoro 2.00 ; terrazze 2.00.,"Costruito a partire dal 1174 per volontà del re normanno, Guglielmo II. L'esterno è quello tipico delle chiese normanne: un edificio fortificato, affiancato da due torri, di cui quella di destra e divenuta campanile nel '600. Il portico, che si affaccia sulla piazza, nasconde uno splendido portale del 1186, detto Porta Regia, in bronzo, decorato con immagini a rilievo, con le cornici chiuse da una fascia bordata di foglie di acanto e gli stipiti contenenti quaranta quadretti raffiguranti episodi del Vecchio e Nuovo Testamento. L'esterno, modificato nei secoli XVI e XVIII, nell'area absidale conserva intatta l'impronta normanna ed è ornato a vari disegni formanti una serie di archi di pietre bianche e nere con cerchi al di sotto, assai ben combinati e disposti tra loro. La decorazione delle tre absidi, caratterizzata dal fitto intreccio di archi acuti, evoca atmosfere arabeggianti esaltate dalla decorazione policroma creata dall'alternanza di tarsie di calcare e di pietra lavica. L'interno è vasto, a croce latina, con tutte le pareti interamente coperte da uno straordinario rivestimento musivo, su fondo in oro, che si sviluppa su una superficie di 6300 mq, al quale lavorarono maestranze bizantine, dove viene rappresentato l'intero ciclo biblico sia del Vecchio che del Nuovo Testamento, il tutto dominato dall'immensa figura del Cristo Pantocratore, il quale occupa l'intera superficie del catino absidale. L'altare maggiore barocco è una raffinata opera del 1711, eseguita dall'argentiere romano Luigi Valadier. I soffitti sono a travature scoperte, dipinti nelle navate e a stalattiti di tipo arabo nella crociera, quest'ultimi rifatti nel 1811 dopo un incendio che aveva distrutto parte del tetto. Il pavimento, completato nel XVI secolo è musivo, con dischi di porfido e granito e con fasce marmoree intrecciate a linee spezzate. Il duomo è dedicato a Santa Maria la Nova.",,Arcidiocesi di Monreale,"Via Palermo, 8",90046,Monreale,,,,,,church
10,Chiesa del Gesù o di Casa Professa,Via Casa Professa,21,90134,,Palermo,"38.112584699999999,13.3605768",091/32 213,,334187 9038,,http://www.itinerars.it/ - http://www.casaprofessa.blogspot.com,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,"Orario di apertura estivo (aprile-ottobre) da lunedì a venerdì 9.30 - 14.00, sabato 9.30 - 16.00, domenica 9.00 - 10.30 (solo la chiesa) Orario di apertura invernale (novembre-marzo) da lunedì a sabato:9.30 - 13.30. Orario di agosto da lunedì a sabato 9.30 - 18.30",,"Nel mese di dicembre saranno previste aperture straordinarie. N.B: durante Cerimonie e Liturgie, le visite turistiche alla Chiesa saranno sospese. I singoli visitatori ed i gruppi potranno accedere, rispettando massimo silenzio, solo ai restanti altri Ambienti del Complesso, ovvero alla Sacrestia, al Museo, all'Oratorio del Sabato ed alla Cripta.",,"La Chiesa del Gesù, meglio conosciuta con il nome di Casa Professa, costruita nel 1564 dai padri Gesuiti rappresenta, sicuramente, l'esempio più significativo dell'arte barocca a Palermo. Malgrado avesse inglobato parte delle precedenti strutture, la nuova chiesa risultò di forme sontuose e nel 1683 fu completata la cupola. Alla decorazione si lavorò dal 1658 fino a tutto il XVIII secolo. A partire dal 1703 si diede inizio ad una nuova fase della decorazione dei soffitti e delle volte; gli stucchi furono eseguiti da Procopio Serpotta, mentre gli affreschi furono opera di Antonio Grano. La facciata, su disegno tardo cinquecentesco, è posta su una gradinata; sulle aperture sono state collocate delle nicchie che ospitano le statue della Vergine della Grotta col Gesù, S. Ignazio e S. Francesco. L'interno, grandioso, è a croce latina con tre navate e profonde cappelle laterali intercomunicabili. La dimensione imponente e l'esuberante decorazione, che ricopre senza soluzione di continuità tutta la superficie, ne fanno un insieme di incredibile espressività barocca; infatti, l'interno della chiesa è uno dei più rappresentativi ed omogenei prodotti della decorazione detta a marmi mischi. Al primo piano è collocato l'Oratorio del Sabato decorato da pregevoli stucchi del 1740 realizzati da Procopio Serpotta e da un affresco, posto sulla volta che rappresenta l'Incoronazione della Vergine eseguito da Filippo Randazzo.",,Associazione Turistico Culturale Itiner'ars,"Via Giacinto Carini, 10",90146,Palermo,3384512011 - 3387228775,,,itiner_ars@libero.it - itinerars@libero.it,http://www.itinerars.it,church
11,Chiesa di Santa Maria della Catena,Piazzetta delle Dogane, ,90133,,Palermo,"38.119067100000002,13.3692133",091/21529 - 0916118168,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,tutti i giorni visite guidate 10.00 - 18.00,,,2.5,"La chiesa è così chiamata per la presenza di una catena, assicurata ad un suo muro, che sbarrava, anticamente, l'accesso alle navi dirette al vicino porto della Cala. La catena fu sottratta, durante un'incursione di navi pisane nel 1063 ed è conservata, tutt'oggi, come trofeo, nel Camposanto di Pisa. La chiesa fu innalzata dall'architetto Matteo Carnilivari tra la fine del '400 e gli inizi del '500: l'edificio fonde elementi gotici con altri d'impronta rinascimentale. L'esterno è contraddistinto da un portico a tre arcate ribassate; i tre portali all'interno della loggia, attribuiti a Vincenzo Gagini, sono decorati da figure di profeti, evangelisti e angeli. L'interno è suddiviso in tre navate da colonne che sostengono archi a sesto ribassato. Delle decorazioni barocche restano tracce negli affreschi della seconda cappella a destra con Storie della vita di Maria e di Gesù realizzate da Olivio Sozzi nel 1743.",,Associazione Amici dei Musei Siciliani,"Via Mariano Stabile, 160",90139,Palermo,3498379203 - 3477062925,091/118168,091/055799,info@amicimuseisiciliani.it,http://www.amicimuseisiciliani.it,church
